account-seq,bureau-code,treasury-code,account_name,account-deleted
0,76,14-4415,Indian Guaranteed Loan Financing Account,N
0,76,14-4410,Indian Loan Guaranty and Insurance Fund Liquidating Account,N
0,76,,Bureau of Indian Affairs—Allocations Received from Other Accounts,N
0,76,14-8361,"Gifts and Donations, Bureau of Indian Affairs",N
0,76,,ADMINISTRATIVE PROVISIONS,N
0,84,14-0102,Salaries and Expenses,N
0,84,14-5003,Mineral Leasing and Associated Payments,N
0,84,14-5045,"National Petroleum Reserve, Alaska",N
0,84,14-5248,"Leases of Lands Acquired for Flood Control, Navigation, and Allied Purposes",N
0,84,14-5243,"National Forests Fund, Payment to States",N
0,84,14-5574,"Geothermal Lease Revenues, Payment to Counties",N
0,84,14-5535,States Share from Certain Gulf of Mexico Leases,N
0,84,14-5425,Environmental Improvement and Restoration Fund,N
0,84,14-2010,Indian Education Scholarship Holding Fund,N
0,84,14-5670,Trust Land Consolidation Fund,N
0,84,,Departmental Management—Allocations Received from Other Accounts,N
0,85,14-0414,Trust Territory of the Pacific Islands,N
0,85,14-0415,Compact of Free Association,N
0,85,14-0418,"Payments to the United States Territories, Fiscal Assistance",N
0,85,14-0412,Assistance to Territories,N
0,85,14-4163,Assistance to American Samoa Direct Loan Financing Account,N
0,85,,ADMINISTRATIVE PROVISIONS,N
0,86,14-0107,Salaries and Expenses,N
0,88,14-0104,Salaries and Expenses,N
0,90,14-0120,Federal Trust Programs,N
0,90,14-5265,Tribal Special Fund,N
0,90,14-8030,Tribal Trust Fund,N
0,92,14-0118,Salaries and Expenses,N
0,92,14-5141,"National Indian Gaming Commission, Gaming Activity Fees",N
0,95,14-1114,Payments in Lieu of Taxes,N
0,95,14-1121,Central Hazardous Materials Fund,N
0,95,14-1618,Natural Resource Damage Assessment Fund,N
0,95,,Exxon Valdez Restoration Program,N
0,95,14-1125,Wildland Fire Management,N
0,95,14-1127,FLAME Wildfire Suppression Reserve Fund,N
0,95,14-4523,Working Capital Fund,N
0,95,14-4529,Interior Franchise Fund,N
0,95,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF THE INTERIOR,N
0,SP,,TITLE IV—GENERAL PROVISIONS,N
0,00,15-085400,"Registration Fees, DEA",N
0,00,15-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,15-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,15-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,15-504110,"Fines, Penalties, and Forfeitures, Crime Victims Fund",N
0,00,15-504210,"Forfeited Cash and Proceeds from the Sale of Forfeited Property, Assets Forfeiture Fund",N
0,00,15-504220,"Interest and Profit on Investment, Department of Justice Assets Forfeiture Fund",N
0,00,15-507310,"Fees for Bankruptcy Oversight, U.S. Trustees System",N
0,00,15-507320,"Earnings on Investments, U.S. Trustees System",N
0,00,15-513110,"Diversion Control Fee Account, DEA",N
0,00,15-811610,"Payment from the General Fund, Radiation Exposure Compensation Trust Fund",N
0,00,15-830610,"Gifts, Crime Victims Fund",N
0,03,15-0129,Salaries and Expenses,N
0,03,15-0134,Justice Information Sharing Technology,N
0,03,15-0137,Legal Activities Office Automation,N
0,03,15-0132,Tactical Law Enforcement Wireless Communications,N
0,03,15-0130,Counterterrorism Fund,N
0,03,15-0202,Telecommunications Carrier Compliance Fund,N
0,03,15-0339,Administrative Review and Appeals,N
0,03,15-0136,Detention Trustee,N
0,03,15-0328,Office of Inspector General,N
0,03,15-4526,Working Capital Fund,N
0,04,15-1061,Salaries and Expenses,N
0,05,15-0128,"Salaries and Expenses, General Legal Activities",N
0,05,15-0319,"Salaries and Expenses, Antitrust Division",N
0,05,15-0322,"Salaries and Expenses, United States Attorneys",N
0,05,15-0100,"Salaries and Expenses, Foreign Claims Settlement Commission",N
0,05,15-0324,"Salaries and Expenses, United States Marshals Service",N
0,05,15-0133,Construction,N
0,05,15-1020,Federal Prisoner Detention,N
0,05,15-0311,Fees and Expenses of Witnesses,N
0,05,15-0500,"Salaries and Expenses, Community Relations Service",N
0,05,15-0327,Independent Counsel,N
0,05,15-0340,September 11th Victim Compensation (general Fund),N
0,05,15-5073,United States Trustee System Fund,N
0,05,15-5042,Assets Forfeiture Fund,N
0,05,15-4575,"Justice Prisoner and Alien Transportation System Fund, U.S. Marshals",N
0,08,15-1300,Salaries and Expenses,N
0,06,15-0333,Payment to Radiation Exposure Compensation Trust Fund,N
0,06,15-8116,Radiation Exposure Compensation Trust Fund,N
0,07,15-0323,Interagency Crime and Drug Enforcement,N
0,10,15-0200,Salaries and Expenses,N
0,10,15-0204,Foreign Terrorist Tracking Task Force,N
0,10,15-0203,Construction,N
0,12,15-1100,Salaries and Expenses,N
0,12,15-1101,Construction,N
0,12,15-5131,Diversion Control Fee Account,N
0,14,15-0700,Salaries and Expenses,N
0,14,15-0720,Construction,N
0,14,15-8528,Violent Crime Reduction Program,N
0,20,15-1060,Salaries and Expenses,N
0,20,15-1003,Buildings and Facilities,N
0,20,15-4500,"Federal Prison Industries, Incorporated",N
0,20,15-8408,"Commissary Funds, Federal Prisons (trust Revolving Fund)",N
0,21,15-0401,"Research, Evaluation, and Statistics",N
0,21,15-0420,"Salaries and Expenses, Office of Justice Programs",N
0,21,15-0404,State and Local Law Enforcement Assistance,N
0,21,15-0334,Weed and Seed Program Fund,N
0,21,15-0406,Community Oriented Policing Services,N
0,21,15-0409,Violence against Women Prevention and Prosecution Programs,N
0,21,15-0405,Juvenile Justice Programs,N
0,21,15-0403,Public Safety Officer Benefits,N
0,21,15-5041,Crime Victims Fund,N
0,30,15-8585,Violent Crime Reduction Trust Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF JUSTICE,N
0,00,16-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,16-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,16-515520,"Interest on Investments, Panama Canal Commission",N
0,00,16-550710,Foreign Labor Certification Processing Fee,N
0,00,20-012100,Federal Unemployment Tax Act Taxes,N
0,00,16-804201,"General Taxes, FUTA, Unemployment Trust Fund",N
0,00,16-804210,"Deposits by Federal Agencies to the Federal Employees Compensation Account, Unemployment Trust Fund",N
0,00,16-804211,"Non-repayable Advances for Unemployment Compensation, Unemployment Trust Fund",N
0,00,16-804212,Penalties on Benefit Overpayments Due to Fraud,N
0,00,16-804213,"Payments from the General Fund for Administrative Cost for Extended Unemployment Benefit, Unemployment Trust Fund",N
0,00,16-804214,"CMIA Interest, Unemployment Trust Fund",N
0,00,16-804220,"Unemployment Trust Fund, Interest and Profits on Investments in Public Debt Securities",N
0,00,16-804230,"Unemployment Trust Fund, State Accounts, Deposits by States",N
0,00,16-804240,"Interest on Unemployment Insurance Loans to States, Federal Unemployment Account, Unemployment Trust Fund",N
0,00,16-804250,"Unemployment Trust Fund, Deposits by Railroad Retirement Board",N
0,00,16-813010,"Longshoremen's and Harbor Workers Compensation Act, Receipts, Special Workers'",N
0,00,16-813410,"Workmen's Compensation Act within District of Columbia, Receipts, Special Workers'",N
0,00,16-814410,"Transfer from General Fund, Black Lung Benefits Revenue Act Taxes",N
0,00,16-814440,"Miscellaneous Interest, Black Lung Disability Trust Fund",N
0,00,16-977120,"Interest, Special Worker's Compensation Expenses",N
0,00,20-804215,Recovery of Beneficiary Overpayment from the UI Program,N
0,00,20-814480,"Payment from the General Fund for Prepayment Premium, Black Lung Disabilait Trust Fund",N
0,05,16-0174,Training and Employment Services,N
0,05,16-0188,Dislocated Worker Program,N
0,05,16-0181,Office of Job Corps,N
0,05,16-0175,Community Service Employment for Older Americans,N
0,05,16-0187,TAA Community College and Career Training Grant Fund,N
0,05,16-0326,Federal Unemployment Benefits and Allowances,N
0,05,16-0179,State Unemployment Insurance and Employment Service Operations,N
0,05,16-0171,American Jobs Act,N
0,05,16-0178,Payments to the Unemployment Trust Fund,N
0,05,16-1800,"Federal Additional Unemployment Compensation Program, Recovery",N
0,05,16-0327,Advances to the Unemployment Trust Fund and Other Funds,N
0,05,16-0172,Program Administration,N
0,05,16-0170,Workers Compensation Programs,N
0,05,16-0185,States Paid Leave Fund,N
0,05,16-5507,Foreign Labor Certification Processing,N
0,05,16-8042,Unemployment Trust Fund,N
0,11,16-1700,Salaries and Expenses,N
0,12,16-4204,Pension Benefit Guaranty Corporation Fund,N
0,17,16-0105,Salaries and Expenses,N
0,15,16-0163,Salaries and Expenses,N
0,15,16-1521,Special Benefits,N
0,15,16-1523,Energy Employees Occupational Illness Compensation Fund,N
0,15,16-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",N
0,15,16-0169,Special Benefits for Disabled Coal Miners,N
0,15,16-5155,Panama Canal Commission Compensation Fund,N
0,15,16-8144,Black Lung Disability Trust Fund,N
0,15,16-9971,Special Workers' Compensation Expenses,N
0,16,16-0143,Salaries and Expenses,N
0,16,16-0142,Wage and Hour Division H-2B,N
0,16,16-5393,H-1 B and L Fraud Prevention and Detection,N
0,22,16-0148,Salaries and Expenses,N
0,23,16-0150,Salaries and Expenses,N
0,18,16-0400,Salaries and Expenses,N
0,18,,Allocations Received from Other Accounts,N
0,19,16-1200,Salaries and Expenses,N
0,20,16-0200,Salaries and Expenses,N
0,25,16-0165,Salaries and Expenses,N
0,25,16-0166,Office of Disability Employment Policy,N
0,25,16-0106,Office of the Inspector General,N
0,25,16-0164,Veterans Employment and Training,N
0,25,16-0162,Information Technology Modernization,N
0,25,16-4601,Working Capital Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS,N
0,SP,,TITLE V—GENERAL PROVISIONS,N
0,00,19-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,19-277630,"Repatriation Loans, Downward Reestimate of Subsidies",N
0,00,19-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,19-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,19-515110,"International Center, Washington, D.C., Sale and Rent of Real Property",N
0,00,19-517710,International Litigation Fund,N
0,00,19-549710,"Employing Agency Contributions, Foreign Service National Defined Contributions Retirement Fund",N
0,00,19-549720,"Interest on Investments, Foreign Service National Defined Contributions Retirement Fund",N
0,00,20-083000,"Immigration, Passport, and Consular Fees",N
0,00,19-816720,"Contributions, Educational and Cultural Exchange, USIA",N
0,00,19-818610,"Deductions from Employees Salaries, Foreign Service Retirement and Disability Fund",N
0,00,19-818620,"Interest on Investments, Foreign Service Retirement and Disability Fund",N
0,00,19-818640,"Employing Agency Contributions, Foreign Service Retirement and Disability Fund",N
0,00,19-818650,"Receipts from Civil Service Retirement and Disability Fund, Foreign Service Retirement and Disability Fund",N
0,00,19-818680,"Federal Contributions, Foreign Service Retirement and Disability Fund",N
0,00,19-834010,Foreign Service National Separation Liability Trust Fund,N
0,00,19-881310,"Payments from Federal Funds, International Center for Middle Eastern-Western Dialogue Trust Fund",N
0,00,19-881320,"Earnings on Investments, International Center for Middle Eastern-Western Dialogue Trust Fund",N
0,00,19-882110,Unconditional Gift Fund,N
0,00,19-882120,"Earnings on Investments, Unconditional Gift Fund",N
0,00,19-882210,"Deposits, Conditional Gift Fund",N
0,00,19-977120,"Interest, Miscellaneous Trust Funds, USIA",N
0,00,95-827620,Earnings on Investments,N
0,05,19-0113,Diplomatic and Consular Programs,N
0,05,19-0201,International Information Programs,N
0,05,19-0121,Conflict Stabilization Operations,N
0,05,19-0120,Capital Investment Fund,N
0,05,19-0529,Office of the Inspector General,N
0,05,19-0209,Educational and Cultural Exchange Programs,N
0,05,19-0535,"Embassy Security, Construction, and Maintenance",N
0,05,19-0545,Representation Allowances,N
0,05,19-0520,Protection of Foreign Missions and Officials,N
0,05,19-0522,Emergencies in the Diplomatic and Consular Service,N
0,05,19-0524,Buying Power Maintenance,N
0,05,19-0523,Payment to the American Institute in Taiwan,N
0,05,19-0540,Payment to Foreign Service Retirement and Disability Fund,N
0,05,19-5497,Foreign Service National Defined Contributions Retirement Fund,N
0,05,19-4519,Working Capital Fund,N
0,05,19-0601,Repatriation Loans Program Account,N
0,05,19-4107,Repatriation Loans Financing Account,N
0,05,19-8186,Foreign Service Retirement and Disability Fund,N
0,05,19-8340,Foreign Service National Separation Liability Trust Fund,N
0,05,19-9971,Miscellaneous Trust Funds,N
0,10,19-1126,Contributions to International Organizations,N
0,10,19-1124,Contributions for International Peacekeeping Activities,N
0,15,19-1069,"Salaries and Expenses, IBWC",N
0,15,19-1078,"Construction, IBWC",N
0,15,19-1082,"American Sections, International Commissions",N
0,15,19-1087,International Fisheries Commissions,N
0,25,19-1030,Global HIV/AIDs Initiative,N
0,25,19-1031,Global Health Programs,N
0,25,19-1143,Migration and Refugee Assistance,N
0,25,19-1155,Payment to International Center for Middle Eastern-Western Dialogue Trust Fund,N
0,25,11-0040,United States Emergency Refugee and Migration Assistance Fund,N
0,25,72-1015,Complex Crises Fund,N
0,25,19-1022,International Narcotics Control and Law Enforcement,N
0,25,19-1154,Andean Counterdrug Programs,N
0,25,19-1121,Democracy Fund,N
0,25,19-0525,Payment to the Asia Foundation,N
0,25,19-0210,National Endowment for Democracy,N
0,25,19-0202,East-West Center,N
0,25,19-5177,International Litigation Fund,N
0,25,19-5151,"International Center, Washington, D.C.",N
0,25,19-5116,Fishermen's Protective Fund,N
0,25,19-5121,Fishermen's Guaranty Fund,N
0,25,95-8276,Israeli Arab and Eisenhower Exchange Fellowship Programs,N
0,25,19-8813,Center for Middle Eastern-Western Dialogue Trust Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,00,11-267130,"New Arrangements to Borrow (IMF), Downward Reestimates of Subsidies",N
0,00,11-267230,"International Monetary Fund Quota, Downward Reestimates of Subsidies",N
0,03,95-322077,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,03,95-388577,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,03,95-2750,Millennium Challenge Corporation,N
0,05,11-272430,"Foreign Military Financing, Downward Reestimates of Subsidies",N
0,05,72-1037,Economic Support Fund,N
0,05,72-1096,Central America and Caribbean Emergency Disaster Recovery Fund,N
0,05,11-1082,Foreign Military Financing Program,N
0,05,11-1083,Pakistan Counterinsurgency Capability Fund,N
0,05,11-1081,International Military Education and Training,N
0,05,72-1032,Peacekeeping Operations,N
0,05,11-2300,Conflict Response Fund,N
0,05,11-1075,"Nonproliferation, Antiterrorism, Demining, and Related Programs",N
0,05,11-1071,Nonproliferation and Disarmament Fund,N
0,05,11-1085,Foreign Military Financing Loan Program Account,N
0,05,11-4122,Foreign Military Financing Direct Loan Financing Account,N
0,05,11-4121,Foreign Military Loan Liquidating Account,N
0,05,11-4174,Military Debt Reduction Financing Account,N
0,10,11-272330,"Debt Restructuring, Downward Reestimates of Subsidies",N
0,10,11-0080,Clean Technology Fund,N
0,10,11-1475,Global Food Security Fund,N
0,10,11-0077,Contribution to the International Bank for Reconstruction and Development,N
0,10,11-0073,Contribution to the International Development Association,N
0,10,11-0084,Contribution to Multilateral Investment Guarantee Agency,N
0,10,11-0072,Contribution to the Inter-American Development Bank,N
0,10,11-0076,Contribution to the Asian Development Bank,N
0,10,11-0079,Contribution to the African Development Bank,N
0,10,11-0088,Contribution to the European Bank for Reconstruction and Development,N
0,10,11-1008,North American Development Bank,N
0,10,11-0089,Contribution to Enterprise for the Americas Multilateral Investment Fund,N
0,10,11-1039,Contributions to the International Fund for Agricultural Development,N
0,10,11-1045,International Affairs Technical Assistance Program,N
0,10,72-1028,"Global Fund to Fight AIDS, Tuberculosis and Malaria",N
0,10,72-1005,International Organizations and Programs,N
0,10,11-0091,Debt Restructuring,N
0,15,72-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,15,72-272530,"Loan Guarantees to Israel, Downward Reestimates of Subsidies",N
0,15,72-273030,"Microenterprise and Small Enterprise Development, Downward Reestimates of Subsidies",N
0,15,72-274430,"Urban and Environmental Credit Program, Downward Reestimates of Subsidies",N
0,15,72-275230,"Development Credit Authority Program Account, Downward Reestimates of Loan Guarantees",N
0,15,72-278530,"Loan Guarantees to Egypt, Downward Reestimates of Subsidies",N
0,15,72-294100,"Dollar Repayments of Loans, Agency for International Development",N
0,15,72-304200,Recoveries from various enterprise funds,N
0,15,72-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,15,72-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,15,72-1021,Development Assistance Program,N
0,15,72-1095,Child Survival and Health Programs,N
0,15,72-1033,HIV/AIDS Working Capital Fund,N
0,15,72-1014,Development Fund for Africa,N
0,15,72-0306,"Assistance for Europe, Eurasia and Central Asia",N
0,15,72-1010,Assistance for Eastern Europe and the Baltic States,N
0,15,72-1093,Assistance for the Independent States of the Former Soviet Union,N
0,15,72-1035,International Disaster Assistance,N
0,15,72-1000,Operating Expenses of the Agency for International Development,N
0,15,72-0300,Capital Investment Fund of the United States Agency for International Development.,N
0,15,72-1027,Transition Initiatives,N
0,15,72-1036,Payment to the Foreign Service Retirement and Disability Fund,N
0,15,72-0305,Conflict Stabilization Operations,N
0,15,72-1007,"Operating Expenses, Office of Inspector General",N
0,15,72-4175,Property Management Fund,N
0,15,72-4513,Working Capital Fund,N
0,15,72-4137,Debt Reduction Financing Account,N
0,15,72-0301,Loan Guarantees to Israel Program Account,N
0,15,72-4119,Loan Guarantees to Israel Financing Account,N
0,15,72-0304,Loan Guarantees to Egypt Program Account,N
0,15,72-4491,Loan Guarantees to Egypt Financing Account,N
0,15,72-0409,Tunisia Loan Guarantee Program Account,N
0,15,72-0401,Urban and Environmental Credit Program Account,N
0,15,72-4344,Urban and Environmental Credit Guaranteed Loan Financing Account,N
0,15,72-4340,Housing and Other Credit Guaranty Programs Liquidating Account,N
0,15,72-0400,Microenterprise and Small Enterprise Development Program Account,N
0,15,72-4343,Microenterprise and Small Enterprise Development Guaranteed Loan Financing Account,N
0,15,72-4341,Private Sector Revolving Fund Liquidating Account,N
0,15,72-1264,Development Credit Authority Program Account,N
0,15,72-4266,Development Credit Authority Guaranteed Loan Financing Account,N
0,15,72-4492,Development Credit Authority Direct Loan Financing Account,N
0,15,72-4103,Economic Assistance Loans Liquidating Account,N
0,15,72-834210,Foreign Service National Separation Liability Trust Fund,N
0,15,72-882410,"Gifts and Donations, Agency for International Development",N
0,15,72-8342,Foreign Service National Separation Liability Trust Fund,N
0,15,72-9971,"Miscellaneous Trust Funds, AID",N
0,20,71-274910,"Overseas Private Investment Corporation Loans, Negative Subsidies",N
0,20,71-274930,"Overseas Private Investment Corporation Loans, Downward Reestimates of Subsidy",N
0,20,71-4184,Overseas Private Investment Corporation Noncredit Account,N
0,20,71-0100,Overseas Private Investment Corporation Program Account,N
0,20,71-4074,Overseas Private Investment Corporation Direct Loan Financing Account,N
0,20,71-4075,Overseas Private Investment Corporation Guaranteed Loan Financing Account,N
0,20,71-4030,Overseas Private Investment Corporation Liquidating Account,N
0,25,11-1001,Trade and Development Agency,N
0,35,11-388044,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,35,11-539510,"Agency Contributions, Host Country Resident Contractors Separation Liability Fund",N
0,35,11-0100,Peace Corps,N
0,35,11-0101,Foreign Currency Fluctuations,N
0,35,11-5395,Host Country Resident Contractors Separation Liability Fund,N
0,35,11-997200,"Miscellaneous Trust Funds, Peace Corps",N
0,35,11-9972,Peace Corps Miscellaneous Trust Fund,N
0,40,11-3100,Inter-American Foundation,N
0,50,11-0700,African Development Foundation,N
0,50,11-823910,"Gifts and Donations, African Development Foundation",N
0,50,11-8239,"Gifts and Donations, African Development Foundation",N
0,60,11-0003,"United States Quota, International Monetary Fund",N
0,60,11-0006,United States Quota IMF Direct Loan Program Account,N
0,60,11-4383,"United States IMF Quota, Direct Loan Financing Account",N
0,60,11-0074,Loans to International Monetary Fund,N
0,60,11-0085,Loans to the IMF Direct Loan Program Account,N
0,60,11-4384,Loans to IMF Direct Loan Financing Account,N
0,70,11-4116,Special Defense Acquisition Fund,N
0,70,11-824210,"Deposits, Advances, Foreign Military Sales Trust Fund",N
0,70,11-8242,Foreign Military Sales Trust Fund,N
0,75,72-1029,Tsunami Recovery and Reconstruction Fund,N
0,75,72-1038,Central American Reconciliation Assistance,N
0,95,95-9500,Out-year Foreign Assistance Initiatives,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS,N
0,00,69-085500,"Hazardous Materials Transportation Registration, Filing, and Permit Fees, Administrative Costs",N
0,00,69-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,69-272830,"Maritime (title XI) Loan Program, Downward Reestimates of Subsidies",N
0,00,69-273930,"Minority Business Resource Center Loans, Downward Reestimates of Subsidies",N
0,00,69-276010,"Railroad Rehabilitation and Improvement Financing, Negative Subsidies",N
0,00,69-276030,"Downward Reestimates, Railroad Rehabilitation and Improvement Program",N
0,00,69-276830,"Transportation Infrastructure Finance and Innovation Program, Interest on Downward Reestimates",N
0,00,69-309900,"Miscellaneous Recoveries and Refunds, not Otherwise Classified",N
0,00,69-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,69-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,69-517200,Pipeline Safety Fund,N
0,00,69-517210,Pipeline Safety Design Review Fund,N
0,00,69-517220,Pipeline Safety Special Permit Fund,N
0,00,69-517230,Hazardous Materials Approvals and Permits Fund,N
0,00,69-528210,"Hazardous Materials Transportation Registration, Filing, and Permit Fees, Emergency Preparedness Grants",N
0,00,69-542240,"Aviation User Fees, Overflight Fees",N
0,00,69-556010,"Agency Contributions, Port of Guam Improvement Enterprise Fund",N
0,00,69-0160,Immediate Transportation Investments,N
0,00,69-805410,"Advances from State Cooperating Agencies and Foreign Governments, FHA Miscellaneous Trust",N
0,00,69-805420,"Advances from Other Federal Agencies, FHA Miscellaneous Trust",N
0,00,69-810210,"Transportation Trust Fund, Deposits (highway Account)",N
0,00,69-810211,"Transportation Trust Fund, Deposits (Mass Transit Account)",N
0,00,69-810213,"Payment from the General Fund, Transportation Trust Fund (Mass Transit)",N
0,00,69-810214,"CMIA Interest, Highway Trust Fund (highway Account)",N
0,00,69-810215,"CMIA Interest, Highway Trust Fund (mass Transit Account)",N
0,00,69-810220,"Earnings on Investments, Transportation Trust Fund",N
0,00,69-810226,"Transportation Infrastructure Finance and Innovation Program, Downward Reestimates of Subsidies (FHWA)",N
0,00,69-810234,"Payment from the General Fund, Transportation Trust  Fund (Highway)",N
0,00,69-810235,"Payment from the General Fund, Transportation Trust Fund (multimodal Account)",N
0,00,69-810310,"Excise Taxes, Airport and Airway Trust Fund",N
0,00,69-810320,"Interest, Airport and Airway Trust Fund",N
0,00,69-810350,"Refunds from Federal Fund Payments, Airport and Airway Trust Fund",N
0,00,69-810370,Airport and Airway Trust Fund - Air Traffic Service Fee Receipts,N
0,00,69-810810,"Royalties, Research, Engineering, and Development (Airport and Airway Trust Fund)",N
0,00,69-826410,"Advances for Highway Research Program, Miscellaneous Trust",N
0,00,69-826510,"Contributions from States, Etc., Cooperative Work, Forest Highways, FHA, Miscellaneous Trust",N
0,00,69-837110,"Deposits for Cooperative Work, International Highway Transportation Outreach Program",N
0,00,69-850310,"Gifts and Bequests, Maritime Administration, Transportation",N
0,00,69-854710,"Special Studies, Services and Projects, Maritime Administration, Transportation",N
0,00,69-977110,"Proprietary Receipts, Miscellaneous Trust Funds",N
0,04,69-1730,Research and Development,N
0,04,69-0102,Salaries and Expenses,N
0,04,69-0143,National Infrastructure Investments,N
0,04,69-4522,"Working Capital Fund, Volpe National Transportation Systems Center",N
0,04,69-0106,"Supplemental Discretionary Grants for a National Surface Transportation System, Recovery Act",N
0,04,69-0118,Office of Civil Rights,N
0,04,69-0119,Minority Business Outreach,N
0,04,69-0147,New Headquarters Building,N
0,04,69-0111,Compensation for Air Carriers,N
0,04,69-0156,Compensation for General Aviation Operations,N
0,04,69-0142,"Transportation Planning, Research, and Development",N
0,04,69-5423,Essential Air Service and Rural Airport Improvement Fund,N
0,04,69-4520,Working Capital Fund,N
0,04,69-0155,Minority Business Resource Center Program,N
0,04,69-4186,Minority Business Resource Center Direct Loan Financing Account,N
0,04,69-4082,Minority Business Resource Center Guaranteed Loan Financing Account,N
0,04,69-8372,National Infrastructure Investments (Transportation Trust Fund),N
0,04,69-8304,Payments to Air Carriers,N
0,04,,ADMINISTRATIVE PROVISIONS,N
0,12,69-1301,Operations,N
0,12,69-1304,"Facilities and Equipment, Recovery Act",N
0,12,69-1306,"Grants-in-aid for Airports, Recovery Act",N
0,12,69-5422,Aviation User Fees,N
0,12,69-4120,Aviation Insurance Revolving Fund,N
0,12,69-4562,Administrative Services Franchise Fund,N
0,12,69-8103,Airport and Airway Trust Fund,N
0,12,69-8106,Grants-in-aid for Airports (Airport and Airway Trust Fund),N
0,12,69-8107,Facilities and Equipment (Airport and Airway Trust Fund),N
0,12,69-8108,"Research, Engineering and Development (Airport and Airway Trust Fund)",N
0,12,69-8104,Trust Fund Share of FAA Activities (Airport and Airway Trust Fund),N
0,12,,ADMINISTRATIVE PROVISIONS,N
0,15,69-9911,Miscellaneous Appropriations,N
0,15,69-0500,Emergency Relief Program,N
0,15,69-0640,Appalachian Development Highway System,N
0,15,69-0549,State Infrastructure Banks,N
0,15,69-0504,"Highway Infrastructure Investment, Recovery Act",N
0,15,69-0534,Payment to the Transportation Trust Fund,N
0,15,69-4123,Transportation Infrastructure Finance and Innovation Program Direct Loan Financing Account,N
0,15,69-4145,Transportation Infrastructure Finance and Innovation Program Loan Guarantee Financing Account,N
0,15,69-4173,Transportation Infrastructure Finance and Innovation Program Line of Credit Financing Account,N
0,15,69-0542,"TIFIA General Fund Program Account, Federal Highway Administration, Transportation",N
0,15,69-4348,"TIFIA General Fund Direct Loan Financing Account, Federal Highway Administration, Transportation",N
0,15,69-4347,"Tiger TIFIA Direct Loan Financing Account, Recovery Act",N
0,15,69-0548,Highway Infrastructure Programs,N
0,15,69-8402,Right-of-way Revolving Fund Liquidating Account,N
0,15,69-8102,Transportation Trust Fund,N
0,15,69-8083,Federal-aid Highways,N
0,15,69-8072,Appalachian Development Highway System (Transportation Trust Fund),N
0,15,69-9971,Miscellaneous Trust Funds,N
0,15,69-9972,Miscellaneous Transportation Trust Funds,N
0,15,,ADMINISTRATIVE PROVISIONS,N
0,17,69-8055,Motor Carrier Safety,N
0,17,69-8048,National Motor Carrier Safety Program,N
0,17,69-8158,Motor Carrier Safety Grants,N
0,17,69-8159,Motor Carrier Safety Operations and Programs,N
0,17,,ADMINISTRATIVE PROVISIONS,N
0,18,69-0654,Consumer Assistance to Recycle and Save Program,N
0,18,69-0650,Operations and Research,N
0,18,69-0660,National Driver Register Modernization,N
0,18,69-8352,"Operations and Research, Vehicle Safety",N
0,18,69-8016,Operations and Research (Transportation Trust Fund),N
0,18,69-8020,Highway Traffic Safety Grants,N
0,18,,ADMINISTRATIVE PROVISIONS,N
0,27,69-0700,Safety and Operations,N
0,27,69-0745,Railroad Research and Development,N
0,27,69-0723,Pennsylvania Station Redevelopment Project,N
0,27,69-0730,Alaska Railroad Rehabilitation,N
0,27,69-0704,Grants to the National Railroad Passenger Corporation,N
0,27,69-0121,Operating Subsidy Grants to the National Railroad Passenger Corporation,N
0,27,69-0125,Capital and Debt Service Grants to the National Railroad Passenger Corporation,N
0,27,69-0124,Emergency Railroad Rehabilitation and Repair,N
